Type,Policy ID,Policy Name,Policy Category ID,Policy Category Name,Policy Target All Computers,Policy Target Computer ID,Policy Target Computer Name,Policy Target Group ID,Policy Target Group Name,Policy Target Group is Smart,Policy Exclusion Computer ID,Policy Exclusion Computer Name,Policy Exclusion Group id,Policy Exclusion Group Name,Policy Exclusion Group is Smart,Policy Package ID,Policy Package Name,Policy Package Category Name,Policy Package Filename,Policy Script ID,Policy Script Name,Policy Script Category Name,Policy Script Filename,Configuration Profile ID,Configuration Profile Name,Configuration Profile Category ID,Configuration Profile Category Name,Configuration Profile Target Computer ID,Configuration Profile Target Computer Name,Configuration Profile Target Group ID,Configuration Profile Target Group Name,Configuration Profile Target Group is Smart,Configuration Profile Exclusion Group id,Configuration Profile Exclusion Group Name,Configuration Profile Exclusion Group is Smart,Policy Scripts ID,Policy Scripts Name
Scripts,95,Join Domain (Quintiles) - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,34,JoinDomainQuintiles-1.1,"""-Enrollment""",JoinDomainQuintiles-1.1,,,,,,,,,,,,,,
Policy,98,Apple Updates Check Sierra - Early Adopters,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,98,Apple Updates Check Sierra - Early Adopters,2,"""-Apple""",,,,3,Policy-Apple Updates Sierra Early Adopters,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,98,Apple Updates Check Sierra - Early Adopters,2,"""-Apple""",,,,,,,,,,,,,,,,23,InstallAppleUpdates-1.1,"""-Apple""",InstallAppleUpdates-1.1,,,,,,,,,,,,,,
Policy,99,Apply MacMD Manifest (Quintiles) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,99,Apply MacMD Manifest (Quintiles) - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,278,MacMDManifestQuintiles-3.0 Global,"""-Enrollment""",MacMDManifestQuintiles-3.0 Global,,,,,,,,,,,,,,
Policy,100,Pashua 0.10.3 - General Availability,28,"""-Unknown or Open Source""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,100,Pashua 0.10.3 - General Availability,28,"""-Unknown or Open Source""",,,,54,Policy-Pashua 0.10.3 General Availability,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,100,Pashua 0.10.3 - General Availability,28,"""-Unknown or Open Source""",,,,,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,100,Pashua 0.10.3 - General Availability,28,"""-Unknown or Open Source""",,,,,,,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,
Packages,100,Pashua 0.10.3 - General Availability,28,"""-Unknown or Open Source""",,,,,,,,,,,,17,Pashua-0.10.3.pkg,"""-Unknown or Open Source""",Pashua-0.10.3.pkg,,,,,,,,,,,,,,,,,,
Policy,103,Lexmark Generic Printer Drivers v1.0.5 - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,103,Lexmark Generic Printer Drivers v1.0.5 - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,41,LexmarkPrinterDrivers-1.0.5.pkg,"""-Lexmark""",LexmarkPrinterDrivers-1.0.5.pkg,,,,,,,,,,,,,,,,,,
Policy,104,Enable Remote Support,36,"""DIY Support""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,104,Enable Remote Support,36,"""DIY Support""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,104,Enable Remote Support,36,"""DIY Support""",,,,,,,,,,,,,,,,4,DisplayIPAddress-1.1,"""DIY Support""",DisplayIPAddress-1.1,,,,,,,,,,,,,,
Scripts,104,Enable Remote Support,36,"""DIY Support""",,,,,,,,,,,,,,,,138,EnableRemoteSupport-1.0,"""DIY Support""",EnableRemoteSupport-1.0,,,,,,,,,,,,,,
Policy,108,Update Inventory,20,"""-MacMD""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,110,Apply MacMD Manifest (IMS) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,110,Apply MacMD Manifest (IMS) - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,277,MacMDManifestIMS-3.0 Global,"""-Enrollment""",MacMDManifestIMS-3.0 Global,,,,,,,,,,,,,,
Policy,111,Join Domain Binding (IMS) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,112,McAfee Agent 5.6.5,38,"""Endpoint Protection""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,112,McAfee Agent 5.6.5,38,"""Endpoint Protection""",,1058,CLVW3011169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,112,McAfee Agent 5.6.5,38,"""Endpoint Protection""",,,,,,,,,,,,234,McAfeeInstallAgent5.6.5.pkg,"""-McAfee""",McAfeeInstallAgent5.6.5.pkg,,,,,,,,,,,,,,,,,,
Scripts,112,McAfee Agent 5.6.5,38,"""Endpoint Protection""",,,,,,,,,,,,,,,,188,McAfee Agent Install,"""-McAfee""",McAfee Agent Install,,,,,,,,,,,,,,
Policy,113,Set DNS Suffix Search Order to Quintiles.net,36,"""DIY Support""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,113,Set DNS Suffix Search Order to Quintiles.net,36,"""DIY Support""",,,,57,Global-Quintiles.net Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,113,Set DNS Suffix Search Order to Quintiles.net,36,"""DIY Support""",,,,,,,,,,,,,,,,50,SetSuffixSearchOrder-3.0,"""DIY Support""",SetSuffixSearchOrder-3.0,,,,,,,,,,,,,,
Policy,115,MacMD User Configurations - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,115,MacMD User Configurations - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,40,MacMDInitialUserConfig-1.0,"""-Enrollment""",MacMDInitialUserConfig-1.0,,,,,,,,,,,,,,
Policy,116,Set Safari Preferences - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,116,Set Safari Preferences - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,12,SafariPreferences-1.0.dmg,"""-Apple""",SafariPreferences-1.0.dmg,,,,,,,,,,,,,,,,,,
Policy,117,Set Time Server (Quintiles) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,117,Set Time Server (Quintiles) - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,33,SetTimeServer-1.0,"""-Enrollment""",SetTimeServer-1.0,,,,,,,,,,,,,,
Policy,118,Assign User to Computer,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,118,Assign User to Computer,20,"""-MacMD""",,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,118,Assign User to Computer,20,"""-MacMD""",,,,13,Policy-Assign User To Computer,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,118,Assign User to Computer,20,"""-MacMD""",,,,,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,,,,,,,,,,,,,,,,,,,,,
Scripts,118,Assign User to Computer,20,"""-MacMD""",,,,,,,,,,,,,,,,11,UpdateUserADInfo-1.3,"""-MacMD""",UpdateUserADInfo-1.3,,,,,,,,,,,,,,
Policy,119,Justinmind 8.4.2,40,"""Graphics and Multimedia""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,119,Justinmind 8.4.2,40,"""Graphics and Multimedia""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,119,Justinmind 8.4.2,40,"""Graphics and Multimedia""",,,,,,,,,,,,91,Justinmind-8.4.2.pkg,"""-Justinmind""",Justinmind-8.4.2.pkg,,,,,,,,,,,,,,,,,,
Policy,120,CalDigit USB-C Dock Drivers,41,"""Hardware""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,120,CalDigit USB-C Dock Drivers,41,"""Hardware""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,120,CalDigit USB-C Dock Drivers,41,"""Hardware""",,,,,,,,,,,,65,CalDigitUSBCDockEthernet-2.8.0.pkg,"""-CalDigit""",CalDigitUSBCDockEthernet-2.8.0.pkg,,,,,,,,,,,,,,,,,,
Packages,120,CalDigit USB-C Dock Drivers,41,"""Hardware""",,,,,,,,,,,,24,CalDigitUSBHubSupportDriver-1.0.pkg,"""-CalDigit""",CalDigitUSBHubSupportDriver-1.0.pkg,,,,,,,,,,,,,,,,,,
Policy,122,Microsoft Silverlight,31,"""Browser Plugins""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,122,Microsoft Silverlight,31,"""Browser Plugins""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,122,Microsoft Silverlight,31,"""Browser Plugins""",,,,,,,,,,,,64,MicrosoftSilverlight-5.1.50901.0.pkg,"""-Microsoft""",MicrosoftSilverlight-5.1.50901.0.pkg,,,,,,,,,,,,,,,,,,
Policy,123,Enable FileVault 2 Encryption,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,123,Enable FileVault 2 Encryption,20,"""-MacMD""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,123,Enable FileVault 2 Encryption,20,"""-MacMD""",,,,,,,,,34,Global-Encrypted Computers,True,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,123,Enable FileVault 2 Encryption,20,"""-MacMD""",,,,,,,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,123,Enable FileVault 2 Encryption,20,"""-MacMD""",,,,,,,,,89,Static-Policy-Enable FV2 Encryption Exclusions,False,,,,,,,,,,,,,,,,,,,,,,
Scripts,123,Enable FileVault 2 Encryption,20,"""-MacMD""",,,,,,,,,,,,,,,,28,EnableEncryptionPrompt-1.4,"""-MacMD""",EnableEncryptionPrompt-1.4,,,,,,,,,,,,,,
Policy,138,Move Computer To OU Quintiles.net - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,138,Move Computer To OU Quintiles.net - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,283,MoveToOUQuintiles-3.0 Global,"""-Enrollment""",MoveToOUQuintiles-3.0 Global,,,,,,,,,,,,,,
Policy,141,Move Computer To OU Internal - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,141,Move Computer To OU Internal - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,282,MoveToOUIMS-3.0 Global,"""-Enrollment""",MoveToOUIMS-3.0 Global,,,,,,,,,,,,,,
Policy,144,Set DNS Suffix Search Order - Internal.IMSGlobal.com,36,"""DIY Support""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,144,Set DNS Suffix Search Order - Internal.IMSGlobal.com,36,"""DIY Support""",,,,114,Global-Internal.IMSGlobal.com Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,144,Set DNS Suffix Search Order - Internal.IMSGlobal.com,36,"""DIY Support""",,,,,,,,,,,,,,,,50,SetSuffixSearchOrder-3.0,"""DIY Support""",SetSuffixSearchOrder-3.0,,,,,,,,,,,,,,
Policy,161,Enable User for FileVault 2 Encryption,36,"""DIY Support""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,161,Enable User for FileVault 2 Encryption,36,"""DIY Support""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,161,Enable User for FileVault 2 Encryption,36,"""DIY Support""",,,,,,,,,89,Static-Policy-Enable FV2 Encryption Exclusions,False,,,,,,,,,,,,,,,,,,,,,,
Scripts,161,Enable User for FileVault 2 Encryption,36,"""DIY Support""",,,,,,,,,,,,,,,,28,EnableEncryptionPrompt-1.4,"""-MacMD""",EnableEncryptionPrompt-1.4,,,,,,,,,,,,,,
Policy,167,McAfee DLP 11.4 - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,167,McAfee DLP 11.4 - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,215,McAfeeDLP11.4.pkg,"""-McAfee""",McAfeeDLP11.4.pkg,,,,,,,,,,,,,,,,,,
Policy,171,Reissue FileVault IRK - General Availability,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,171,Reissue FileVault IRK - General Availability,20,"""-MacMD""",,,,239,Policy-Reissue FileVault IRK General Availability,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,171,Reissue FileVault IRK - General Availability,20,"""-MacMD""",,,,,,,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,171,Reissue FileVault IRK - General Availability,20,"""-MacMD""",,,,,,,,,339,Global-MacMD Catalina Computers,True,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,171,Reissue FileVault IRK - General Availability,20,"""-MacMD""",,,,,,,,,307,Global-MacMD Mojave Computers,True,,,,,,,,,,,,,,,,,,,,,,
Scripts,171,Reissue FileVault IRK - General Availability,20,"""-MacMD""",,,,,,,,,,,,,,,,76,ReissueFilevaultRecoveryKey-1.0,"""-MacMD""",ReissueFilevaultRecoveryKey-1.0,,,,,,,,,,,,,,
Policy,172,Apple Updates Check High Sierra - Early Adopters,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,172,Apple Updates Check High Sierra - Early Adopters,2,"""-Apple""",,,,153,Policy-Apple Updates High Sierra Early Adopters,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,172,Apple Updates Check High Sierra - Early Adopters,2,"""-Apple""",,,,,,,,,,,,,,,,23,InstallAppleUpdates-1.1,"""-Apple""",InstallAppleUpdates-1.1,,,,,,,,,,,,,,
Policy,173,Apple Updates Check Sierra - DEV,2,"""-Apple""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,173,Apple Updates Check Sierra - DEV,2,"""-Apple""",,,,155,Policy-Apple Updates Sierra DEV,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,173,Apple Updates Check Sierra - DEV,2,"""-Apple""",,,,,,,,,,,,,,,,23,InstallAppleUpdates-1.1,"""-Apple""",InstallAppleUpdates-1.1,,,,,,,,,,,,,,
Policy,179,iTerm2,49,"""Utilities""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,179,iTerm2,49,"""Utilities""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,179,iTerm2,49,"""Utilities""",,,,,,,,,,,,87,iTerm2-3.1.7.pkg,"""-Unknown or Open Source""",iterm2-3.1.7.pkg,,,,,,,,,,,,,,,,,,
Policy,180,MacroMates TextMate,48,"""Text Editors""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,180,MacroMates TextMate,48,"""Text Editors""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,180,MacroMates TextMate,48,"""Text Editors""",,,,,,,,,,,,88,MacroMatesTextMate-2.0RC10.pkg,"""-MacroMates""",MacroMatesTextMate-2.0RC10.pkg,,,,,,,,,,,,,,,,,,
Policy,182,Apple Enterprise Connect,49,"""Utilities""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,182,Apple Enterprise Connect,49,"""Utilities""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,182,Apple Enterprise Connect,49,"""Utilities""",,,,,,,,,418,Policy - Kerberos Available Machines,True,,,,,,,,,,,,,,,,,,,,,,
Packages,182,Apple Enterprise Connect,49,"""Utilities""",,,,,,,,,,,,165,Enterprise Connect 2.0.5.pkg,"""-Apple""",Enterprise Connect 2.0.5.pkg,,,,,,,,,,,,,,,,,,
Policy,187,FileZilla,49,"""Utilities""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,187,FileZilla,49,"""Utilities""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,187,FileZilla,49,"""Utilities""",,,,,,,,,,,,90,FileZilla-3.34.0.pkg,"""-Unknown or Open Source""",FileZilla-3.34.0.pkg,,,,,,,,,,,,,,,,,,
Policy,211,IQVIA Machine Certificate - General Availability,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,211,IQVIA Machine Certificate - General Availability,20,"""-MacMD""",,,,237,Policy-IQVIA Machine Certificate General Availability,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,211,IQVIA Machine Certificate - General Availability,20,"""-MacMD""",,,,,,,,,,,,100,IQVIAMachineCert-1.0.pkg,"""-IQVIA""",IQVIAMachineCert-1.0.pkg,,,,,,,,,,,,,,,,,,
Policy,214,Set Default Email Client to Outlook,36,"""DIY Support""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,214,Set Default Email Client to Outlook,36,"""DIY Support""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,214,Set Default Email Client to Outlook,36,"""DIY Support""",,,,,,,,,,,,102,MicrosoftMailToOutlook.pkg,"""-Microsoft""",MicrosoftMailToOutlook.pkg,,,,,,,,,,,,,,,,,,
Policy,215,Adobe Photoshop 2017,40,"""Graphics and Multimedia""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,215,Adobe Photoshop 2017,40,"""Graphics and Multimedia""",,,,203,Static-Policy-Adobe Creative Cloud Applications,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,216,Adobe InDesign 2017,40,"""Graphics and Multimedia""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,216,Adobe InDesign 2017,40,"""Graphics and Multimedia""",,,,203,Static-Policy-Adobe Creative Cloud Applications,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,217,Adobe Illustrator 2017,40,"""Graphics and Multimedia""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,217,Adobe Illustrator 2017,40,"""Graphics and Multimedia""",,,,203,Static-Policy-Adobe Creative Cloud Applications,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,218,Adobe Acrobat DC,40,"""Graphics and Multimedia""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,218,Adobe Acrobat DC,40,"""Graphics and Multimedia""",,,,203,Static-Policy-Adobe Creative Cloud Applications,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,218,Adobe Acrobat DC,40,"""Graphics and Multimedia""",,,,,,,,,,,,141,AdobeAcrobatReader2017-17.011.30105.pkg,"""-Adobe""",AdobeAcrobatReader2017-17.011.30105.pkg,,,,,,,,,,,,,,,,,,
Policy,221,Google Noto Sans Fonts,39,"""Fonts""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,221,Google Noto Sans Fonts,39,"""Fonts""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,221,Google Noto Sans Fonts,39,"""Fonts""",,,,,,,,,,,,107,NotoSansFonts-1.0.pkg,"""-Google""",NotoSansFonts-1.0.pkg,,,,,,,,,,,,,,,,,,
Policy,222,Palo Alto Global Protect - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,222,Palo Alto Global Protect - Enrollment,10,"""-Enrollment""",True,,,,,,2177,DEFRARWLZ22866,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,222,Palo Alto Global Protect - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,328,GlobalProtectMacOS-5.2.5.pkg,"""-Palo Alto Networks""",GlobalProtectMacOS-5.2.5.pkg,,,,,,,,,,,,,,,,,,
Policy,224,MacMD Branding - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,224,MacMD Branding - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,123,MacMDBranding-1.1.pkg,"""-MacMD""",MacMDBranding-1.1.pkg,,,,,,,,,,,,,,,,,,
Policy,225,Set Default Email Client to Outlook - Early Adopters,21,"""-Microsoft""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,225,Set Default Email Client to Outlook - Early Adopters,21,"""-Microsoft""",,,,108,Static-Global-Early Adopters Patching,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,225,Set Default Email Client to Outlook - Early Adopters,21,"""-Microsoft""",,,,,,,,,,,,102,MicrosoftMailToOutlook.pkg,"""-Microsoft""",MicrosoftMailToOutlook.pkg,,,,,,,,,,,,,,,,,,
Policy,230,Uninstall CyberArk EPM Agent,38,"""Endpoint Protection""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,230,Uninstall CyberArk EPM Agent,38,"""Endpoint Protection""",,2002,INBANWLX22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computers,230,Uninstall CyberArk EPM Agent,38,"""Endpoint Protection""",,2214,INBGL1WLX47614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,230,Uninstall CyberArk EPM Agent,38,"""Endpoint Protection""",,,,206,Static-Policy-CyberArk EPM Agent 10.4.0.633 Early Adopters,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,230,Uninstall CyberArk EPM Agent,38,"""Endpoint Protection""",,,,,,,,,,,,,,,,89,CyberarkEPMUninstall-1.0,"""-CyberArk""",CyberarkEPMUninstall-1.0,,,,,,,,,,,,,,
Policy,244,CAHAL Xerox Printers,44,"""Printers""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,244,CAHAL Xerox Printers,44,"""Printers""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,258,2018-10-15 at 1:39 PM | x722409 | 1 Computer,-1,"""No category assigned""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,260,Add Computer to WWADCS-Workstation.ClientAuth.Enroll (Quintiles) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,260,Add Computer to WWADCS-Workstation.ClientAuth.Enroll (Quintiles) - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,276,AddComputerToADGroup-2.0 Global,"""-Enrollment""",AddComputerToADGroup-2.0 Global,,,,,,,,,,,,,,
Policy,261,Add Computer to WWADCS-Workstation.ClientAuth.Enroll (IMS) - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,261,Add Computer to WWADCS-Workstation.ClientAuth.Enroll (IMS) - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,276,AddComputerToADGroup-2.0 Global,"""-Enrollment""",AddComputerToADGroup-2.0 Global,,,,,,,,,,,,,,
Policy,262,MacMD Computer Configuration Remediation Weekly,20,"""-MacMD""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,262,MacMD Computer Configuration Remediation Weekly,20,"""-MacMD""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,262,MacMD Computer Configuration Remediation Weekly,20,"""-MacMD""",,,,,,,,,400,Global-MacMD Big Sur Computers,True,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,262,MacMD Computer Configuration Remediation Weekly,20,"""-MacMD""",,,,,,,,,331,Static-Global-MacOS Beta testers,False,,,,,,,,,,,,,,,,,,,,,,
Exclusion Computer Groups,262,MacMD Computer Configuration Remediation Weekly,20,"""-MacMD""",,,,,,,,,258,Static-Policy-MacMD Computer Configuration Remediation Weekly Exclusions,False,,,,,,,,,,,,,,,,,,,,,,
Scripts,262,MacMD Computer Configuration Remediation Weekly,20,"""-MacMD""",,,,,,,,,,,,,,,,55,MacMDComputerConfigRemediation-1.0,"""-MacMD""",MacMDComputerConfigRemediation-1.0,,,,,,,,,,,,,,
Policy,277,Microsoft Skype For Business,34,"""Collaboration and Conferencing""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,277,Microsoft Skype For Business,34,"""Collaboration and Conferencing""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,288,Enable Encryption IMS - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,288,Enable Encryption IMS - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,105,EnableFileVaultLocalAdminIMS-1.0,"""-Enrollment""",EnableFileVaultLocalAdminIMS-1.0,,,,,,,,,,,,,,
Policy,289,Enable Encryption Quintiles - Enrollment,10,"""-Enrollment""",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scripts,289,Enable Encryption Quintiles - Enrollment,10,"""-Enrollment""",,,,,,,,,,,,,,,,235,EnableFileVaultLocalAdminQuintiles-2.0,"""-Enrollment""",EnableFileVaultLocalAdminQuintiles-2.0,,,,,,,,,,,,,,
Policy,293,Adobe Acrobat Reader 2017 17.011.30105 - General Availability,1,"""-Adobe""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,293,Adobe Acrobat Reader 2017 17.011.30105 - General Availability,1,"""-Adobe""",,,,261,Policy-Adobe Acrobat Reader 2017 17.011.30105 General Availability,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packages,293,Adobe Acrobat Reader 2017 17.011.30105 - General Availability,1,"""-Adobe""",,,,,,,,,,,,141,AdobeAcrobatReader2017-17.011.30105.pkg,"""-Adobe""",AdobeAcrobatReader2017-17.011.30105.pkg,,,,,,,,,,,,,,,,,,
Policy,309,USBOS Xerox Printer,44,"""Printers""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,309,USBOS Xerox Printer,44,"""Printers""",,,,36,Global-MacMD Computers,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy,311,Micro Focus Connected Backup 8.11,49,"""Utilities""",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Computer Group,311,Micro Focus Connected Backup 8.11,49,"""Utilities""",,,,282,Static-Policy-Micro Focus Connected Backup 8.11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
